"Gene","log2FC","AveExpr","PValue"
"COL4A3",-2.68476190476191,11.1677,0.0670388151349211
"ADCY4",-2.68151428571429,12.11304,0.0604544602313403
"DCSTAMP",-2.67663333333333,10.30069,0.0725191559692493
"MEG3",-2.67200952380952,10.57636,0.0541135779370573
"PZP",-2.6678761904762,9.96262,0.14525963858378
"APOBEC4",-2.66295714285715,9.45053,0.00794097590340584
"TMSB4Y",-2.66077619047619,9.75759,0.0867571419901101
"CRMP1",-2.65864285714286,10.97015,0.0684651365845589
"WFDC6",-2.65749523809524,9.63642,0.0222942788792909
"EVI2A",-2.65697619047619,11.18535,0.0549484518160894
"CCDC65",-2.65681428571429,9.40543,0.00357733779007895
"CFAP206",-2.65609047619048,10.64077,0.00176316962048883
"LAMC3",-2.65221428571429,11.50445,0.117422763787535
"NCKAP1L",-2.65208571428572,11.58544,0.0804934881477005
"TXLNGY",-2.64954285714286,9.37682,0.0541256181531723
"PLA2G5",-2.64861904761905,9.6358,0.0530822806324021
"PAEP",2.64835714285714,10.47005,0.0694384272702627
"AOAH",-2.6459,9.49637,0.000652693511210864
"SAMD3",-2.64552857142857,10.32973,0.0247508715449038
"RSPH1",-2.64429523809524,12.06886,0.0376011247311422
"FCER2",-2.64086190476191,9.04453,0.0487402348712014
"TYRP1",-2.63932857142857,8.91327,0.0334378734060196
"CCL8",-2.63895238095239,10.3824,0.0657109311403222
"EFCC1",-2.63635714285715,10.20475,0.0109226812214394
"KRT81",2.63627142857142,12.86759,0.0247768221096988
"CD79A",-2.63619523809524,11.64613,0.0579245016702578
"PTGIS",-2.63481904761905,10.08196,0.0183818185465627
"LINC00341",-2.62995714285714,10.78453,0.0221796942160419
"SAMSN1",-2.62986190476191,11.22703,0.0721164147611902
"CCR7",-2.62540476190476,9.58065,0.00791421931823011
"MARK1",-2.62187142857143,10.86999,0.0219681204456743
"CCL3L3",-2.61900476190476,10.07533,0.0287296316730319
"HSPA12B",-2.61702857142857,10.44868,0.0353578824877111
"CACNA1C",-2.61521428571429,9.59975,0.00144594688188696
"ABHD12B",-2.60991904761905,9.43579,0.00841874329353939
"LILRB5",-2.60986666666667,9.31566,0.011817996847251
"KCNMB1",-2.60878571428572,9.68965,0.0324389413391066
"TSPAN32",-2.60714285714286,11.5525,0.106859007597945
"ABCB1",-2.60615714285714,10.48229,0.00390503325360261
"PIEZO2",-2.60535238095239,10.64802,0.102321857030482
"FAM110B",-2.59847619047619,11.4548,0.0839928449190942
"RGS20",2.59832857142857,10.35163,0.037505693260967
"ABCA13",-2.59685714285714,10.2692,0.0161547723416629
"TSPAN7",-2.59588571428572,11.18008,0.0932631771947741
"P2RX1",-2.5958,10.63654,0.0561135569497972
"ASPA",-2.59441904761905,9.63104,0.0101077290961059
"FREM1",-2.59094761904763,9.84187,0.0998661562335098
"C16orf71",-2.58671428571429,9.0775,0.000689816611426319
"THEMIS",-2.58664285714286,9.20625,0.00642981343631696
"GIP",2.58661428571428,9.94653,0.0243651228424306
"KRT6B",2.58251428571428,11.57986,0.103455014023557
"VIP",-2.58191428571429,11.25426,0.0875888185834235
"ABCC8",-2.57810000000001,9.48473,0.0148058763493329
"ADRA2A",-2.57643333333334,10.04703,0.00379895059546506
"ITLN2",-2.56883333333334,10.63225,0.124630136651575
"FAM181A",-2.5680380952381,9.31254,0.0469585152919125
"DYDC1",-2.56525238095239,9.85209,0.0302196629427369
"TCTEX1D1",-2.56175714285714,10.04567,0.134669486909719
"HK3",-2.55897619047619,9.67455,0.0208459925490812
"COLCA1",-2.5588380952381,10.20358,0.00389641157051955
"CCDC33",-2.55675238095238,9.49794,0.00344695527976694
"RNASE1",-2.55636666666667,12.62911,0.0630103807243516
"RAET1G",2.55604761904761,10.1496,0.00557402223040412
"CCDC39",-2.55515238095238,9.47866,0.011206363219763
"KRT86",2.55238095238095,10.2933,0.0946243472873231
"DOK3",-2.55139523809524,9.42309,0.00107803796671474
"ANGPTL2",-2.54439523809524,10.62519,0.0321627351008278
"CDHR3",-2.54386190476191,10.82843,0.127217816185556
"STAB2",-2.54352857142857,9.31913,0.0327874658809457
"HLA-G",-2.54302380952381,10.07215,0.00321269120100924
"CHKB",-2.54234285714286,10.47806,0.0047373739111837
"SAPCD2",2.5388,10.82816,0.00163537991552403
"ARHGEF15",-2.53844285714286,9.52129,0.00830494445424823
"WDR93",-2.53828095238095,9.82997,0.0371029040916453
"CCDC3",-2.53817619047619,9.54351,6.40447816248671e-05
"ARHGAP25",-2.53742857142858,11.7286,0.00578426039885575
"RASGRP4",-2.53315238095238,9.09086,0.00567570827662038
"LAIR2",-2.53152380952381,10.8084,0.0507798113311868
"LILRA6",-2.52875714285714,9.72627,0.0615513025133453
"ANGPTL1",-2.52743333333334,9.05303,0.000323056330297388
"PELI2",-2.52531904761905,11.07411,0.0387320126631712
"LDLRAD4",-2.52449047619048,10.03769,0.0353434492285886
"FHL5",-2.52198095238096,10.65578,0.0964022999608545
"SIGLEC16",-2.52167142857143,9.66613,0.022812275596688
"DNMBP-AS1",-2.521,9.1886,0.00461700798236443
"IL10RA",-2.51742380952381,10.65757,0.10296429938754
"ABCG1",-2.51581428571429,11.53553,0.0394598612677957
"SFTA3",-2.51309523809524,12.4375,0.128223899633764
"CFAP161",-2.50383333333334,10.18475,0.0102041975634682
"FCN1",-2.50302857142857,10.20338,0.0197608260721201
"CD72",-2.49837142857143,10.90174,0.00198041547771463
"EPHX4",2.49767142857143,10.82987,0.00684006451084621
"DNAH7",-2.49502857142858,10.88098,0.00903595182218012
"CCDC170",-2.49389523809525,9.35374,0.00320382717862011
"CDC20",2.4931238095238,12.81102,0.00150669795944885
"HIST1H2BK",2.49171428571428,11.1067,8.53033895957737e-05
"HLA-DRA",-2.49144285714286,11.91549,0.0423431246701282
"PNMA3",-2.49050476190476,10.19388,0.00401581794741743
"SGCG",-2.48647142857143,10.67607,0.0715567645747258
"AIF1",-2.48274285714286,10.47228,0.00465241154458345
"WIF1",-2.48174285714286,10.41358,0.068492629068067
"MYEOV",2.47934761904762,10.34771,0.0401173038520307
"CENPA",2.47804761904762,11.9486,0.0105348456795322
"TTC16",-2.47619523809524,10.00383,0.0264058945340136
"C1orf168",-2.47563809523809,10.29502,0.0394921918744026
"LDLRAD1",-2.47515238095238,9.78176,0.0996384054752763
"FXYD6",-2.47501428571429,11.28949,0.112345871367171
"KRT80",2.47462380952381,12.76597,0.000104439796960715
"ABCA12",2.46920476190476,9.77131,0.0406659245694519
"P2RX2",-2.46790476190476,10.25,0.0386097614969525
"EIF1AY",-2.46747142857143,10.25097,0.076548830097899
"CA9",2.46310952380952,11.30941,0.0715941247333635
"RTN4",-2.46202857142857,10.74098,0.152346616548341
"SERPINI2",-2.45802380952381,10.38195,0.0462446176427133
"FDCSP",-2.45646666666667,10.72134,0.0944411311118053
"SULF2",-2.45561428571429,10.86347,0.0733702979137782
"SCUBE1",-2.45382857142857,8.75482,0.0106195376127158
"KANK3",-2.45292380952381,10.50082,0.0156126798436779
"CD22",-2.45050476190477,10.09298,0.00197071629655058
"C1QB",-2.44832380952382,13.00444,0.00595696119553417
"CCDC13",-2.44623333333334,9.17097,0.0028901156615786
"P2RY13",-2.44300952380953,10.24416,0.0972197870310002
"FOLR3",-2.44199523809524,9.16077,0.00237462624760292
"ARRDC5",-2.4410380952381,9.70704,0.00436338519669996
"RASSF4",-2.43988571428572,9.90898,0.054202380227088
"AKR1B15",2.43907619047619,9.95892,0.0501249080583388
"CHAC2",2.43900952380952,11.50754,0.00348627322786537
"IQCA1",-2.438,10.5792,0.0794558395092824
"CAPN13",-2.4373,12.20459,0.117367362158411
"EMILIN2",-2.43537619047619,10.06107,0.00713120774529111
"MSR1",-2.43488571428572,9.48648,0.10882215538919
"CDC25C",2.43209047619047,10.35653,0.000535750520663974
"OTUB2",2.43148571428571,10.64704,0.0272059215703231
"PCDH7",2.42571904761905,10.08267,0.0323917470637692
"RPS4Y1",-2.42567142857143,12.06903,0.129260429259764
"CPQ",-2.42543333333333,10.15203,0.0382403958792288
"CCDC78",-2.42449047619048,10.29449,0.00685249929322502
"DEPDC1",2.42437142857143,10.23826,0.0280061607499598
"CXCL13",-2.41928095238096,9.58417,0.0171046378151028
"AUNIP",2.41722857142857,10.53366,0.000518827998801719
"SOX2",-2.41617142857143,9.72778,0.0302922955574903
"GZMA",-2.41598095238096,10.68548,0.0950067330244021
"ADH1C",-2.4156380952381,9.93272,0.0423498473449301
"PHF19",2.41324285714285,12.06017,0.000638769025677025
"FERMT1",2.41144761904762,10.75748,0.0428291231302333
"HLA-DQA2",-2.40716190476191,8.71372,0.0666070162909053
"DCANP1",-2.40688095238095,9.58855,0.00155005498644152
"MED24",-2.40516190476191,11.07552,0.100393976198575
"PACRG",-2.40419523809524,9.88153,0.0081725349692618
"ECSCR",-2.40298095238095,10.91338,0.156865693728634
"LYPD3",2.40149523809524,9.92788,0.0299139696508882
"ZFR2",-2.39859523809524,10.53315,0.103836205745302
"NTM",-2.39815714285714,10.26429,0.0910817442811055
"ZNF114",2.39788571428571,10.15382,0.00200306351394562
"DPY19L2",-2.39720952380953,10.30972,0.0188300215981097
"SAMD5",-2.39717619047619,11.38611,0.109179625599729
"JCHAIN",-2.39611904761905,11.01805,0.138481204412078
"LPL",-2.39538571428572,11.37013,0.0477464195069658
"ERMN",-2.3951619047619,10.03622,0.0226200065745517
"MFI2",2.39494761904761,9.79673,0.0039725617210161
"CRTAC1",-2.39424285714286,11.45383,0.0750262279001717
"SNCG",2.39312380952381,10.01972,0.0490514614034426
"SLC4A5",-2.39224285714286,10.97703,0.00396054908739278
"APOD",-2.39126666666667,12.12108,0.0624884765246561
"ITGAX",-2.39102380952381,11.36575,0.105949358483138
"KBTBD12",-2.39031904761905,9.62791,0.0246906932835929
"IQGAP2",-2.3895,11.51615,0.0917606103570077
"GTSE1",2.38562857142857,12.46304,0.0307434250941655
"CCL4L2",-2.38518571428572,9.44707,0.00303696692019768
"ANPEP",-2.38445238095238,11.92745,0.0748999492996672
"ID4",-2.38372857142857,11.38369,0.0979023802440713
"IGFL2",2.38362857142857,9.44024,0.0834524547895887
"TSHZ2",-2.383,10.9259,0.0686488221050172
"SPAG6",-2.38246666666667,10.51594,0.090960275222123
"BOC",-2.38150476190476,10.35818,0.0671085948136393
"TNFRSF17",-2.3764761904762,9.8995,0.170142202789651
