"Gene","log2FC","AveExpr","PValue"
"ITLN2",-5.25406428571429,11.4673384615385,1.87262258406242e-08
"GKN2",-5.20546190476191,11.0974923076923,1.88310657136362e-09
"CLDN18",-5.12823333333334,12.4191769230769,1.6513348609434e-06
"CA4",-4.88790952380952,11.8399153846154,5.05543812105223e-07
"AQP4",-4.85280238095239,11.9301692307692,3.14675624989239e-06
"CYP4B1",-4.84875714285715,10.8793307692308,2.10261855807777e-09
"SFTPC",-4.83260952380952,12.9275923076923,6.73444617569173e-07
"SH3GL3",-4.61753095238095,10.7719538461538,3.66515935338652e-09
"MS4A15",-4.55034761904762,10.5573461538462,2.90777595475494e-08
"CDHR3",-4.41584047619048,11.2167230769231,6.75338030981807e-07
"ADH1B",-4.39213571428572,11.2915538461538,1.75068599628804e-07
"CYP1A2",-4.37805952380953,10.3246,1.66472748093625e-06
"FAM181A",-4.2243261904762,9.97464615384615,3.32358237318448e-08
"SCGB3A1",-4.21013095238095,12.2881230769231,1.89638075161493e-05
"PZP",-4.20883571428572,11.0257538461538,1.27054725625126e-07
"CACNA2D2",-4.17299047619048,10.5962384615385,3.5108662796114e-08
"PLA2G4F",-4.15661904761905,11.6101538461538,2.7067644656743e-05
"RPL13AP17",-4.15528571428572,11.3790384615385,5.81003412105759e-06
"KNDC1",-4.07643333333334,10.2565307692308,3.39852963873039e-08
"FAM216B",-4.04624285714286,11.0359538461538,9.14320819099132e-05
"DNAI1",-4.04407380952381,10.9603384615385,3.15778210734732e-06
"C11orf88",-4.0397261904762,11.0657461538462,0.000142812610695952
"ACADL",-4.03657142857143,11.0037615384615,8.34119012920345e-08
"SLC6A4",-4.01821190476191,10.0946307692308,3.64350805699521e-06
"PLA2G3",-4.01698095238095,10.7460769230769,9.4490304757533e-07
"VEPH1",-3.99777619047619,10.0210846153846,5.01991455433233e-09
"EFCAB1",-3.96808571428572,10.9008384615385,3.83615192040644e-05
"MS4A8",-3.94645714285714,11.0738846153846,0.00106103297978407
"SFTPD",-3.93297857142858,12.6494923076923,4.46737276999256e-05
"C2orf40",-3.91864047619048,11.3604461538462,2.4320440649338e-06
"CDC20",3.86779047619048,11.3721230769231,1.92234222166579e-07
"LRRC74B",-3.86491666666667,10.6267076923077,8.20926483820531e-06
"DYNLRB2",-3.85367857142858,11.2875923076923,2.07340836681329e-06
"CYP4Z1",-3.84884285714286,10.6528461538462,1.87562617225539e-07
"HIF3A",-3.83092142857143,11.1613461538462,2.11510456850866e-05
"ZNF385B",-3.82061428571429,12.0867461538462,0.000291124747808988
"CENPF",3.81200476190476,11.1572846153846,1.21379538995043e-07
"RSPH4A",-3.80109523809524,11.6311230769231,5.37874431786572e-06
"SCGB2A1",-3.79733095238096,10.6305,3.41645444146376e-05
"KRT81",3.75298809523809,11.5899230769231,1.15797453432715e-05
"TNNC1",-3.7117761904762,10.9359846153846,2.64628687616588e-07
"AGER",-3.68799761904762,11.9448384615385,1.73202023088747e-11
"CCDC190",-3.68692142857143,11.1763846153846,1.77682909859926e-06
"DLEC1",-3.67518571428572,11.6774538461538,3.06074308711864e-07
"CFAP221",-3.65479523809524,10.1637,5.06138420507621e-08
"C1orf168",-3.64461904761905,10.6566461538462,1.94693136933422e-06
"CSF3",-3.62615952380953,10.9705692307692,2.24000812746356e-05
"CD300LG",-3.62242142857143,10.0853153846154,3.32261073011122e-06
"DMBT1",-3.62223333333334,12.4572,0.000560428234749886
"CHIAP2",-3.60945476190476,11.3124307692308,5.61215202944059e-05
"CFAP46",-3.59083095238096,10.1317923076923,4.34139359813982e-05
"C1orf158",-3.58268095238096,9.69443076923077,0.00018885449654874
"C1orf87",-3.57346666666667,10.1035923076923,2.12910348001603e-06
"TCF21",-3.5589142857143,12.7630615384615,5.75034331117424e-05
"DNAI2",-3.55365714285715,10.4393923076923,5.05227196443007e-05
"C9orf135",-3.54750714285714,10.4178538461538,8.13433747118112e-05
"NECAB1",-3.53683333333334,10.6086846153846,1.56819250892557e-06
"TCEAL2",-3.53556666666667,10.6777,7.96181111448775e-06
"KLK11",-3.53488095238096,11.2992692307692,0.000171152687187346
"DLGAP5",3.53323333333333,10.9642769230769,1.3258615730823e-07
"PLA2G1B",-3.49206190476191,10.8632923076923,4.50647381179335e-07
"CPB2",-3.4905261904762,10.0464692307692,2.30679295296876e-07
"C1orf61",3.45776666666666,10.3539076923077,0.000325599450756734
"PRDM16",-3.44829285714286,11.7773769230769,0.000235991424117253
"C6",-3.41006666666667,11.0416769230769,2.25550934789715e-05
"C9orf24",-3.40445952380953,10.6759461538462,0.000179114855000712
"RS1",-3.40007142857143,9.95279230769231,5.84228447919906e-05
"BTNL9",-3.39189285714287,11.6529461538462,9.67260101622611e-07
"CFAP100",-3.39155,10.0347307692308,0.00185218484344709
"PGC",-3.38903333333334,12.2515692307692,1.20957040982925e-05
"C8orf34",-3.38381904761905,10.3340769230769,1.12999522478374e-06
"SPATA18",-3.36043095238095,11.8492538461538,0.000102722324032731
"INMT",-3.33902857142858,12.7763615384615,0.000178648813853948
"SLC5A9",-3.33168095238096,10.3140846153846,0.000427664425265385
"SH3GL2",-3.31831428571429,11.4368153846154,0.000803378579816953
"TUBA4B",-3.30645238095239,9.64046923076923,5.39748529094855e-05
"CEP55",3.29627857142857,12.3000692307692,4.57142602027787e-06
"CDHR4",-3.2914,10.6947076923077,0.000497079673882258
"SCTR",-3.28754761904763,11.4703153846154,0.000229471312009673
"MST1L",-3.27943095238096,11.5134692307692,0.000456695173574492
"CHST9",-3.26864047619048,9.63254615384615,0.000372014159229345
"IGSF10",-3.26296190476191,10.5729538461538,4.51203545053308e-06
"DNAH6",-3.25831428571429,10.5785230769231,5.38233826323982e-06
"AFF3",-3.25770000000001,11.4889538461538,7.3187791249569e-07
"MMP11",3.24247380952381,11.1818307692308,0.00617098314882648
"PAEP",3.23287142857142,11.1630769230769,0.000966007853240603
"CFAP43",-3.23031904761905,11.1461307692308,5.86904646816356e-06
"MAATS1",-3.2108,11.1707076923077,2.16279205095099e-08
"SLC46A2",-3.21060476190477,11.2847461538462,1.07669445221139e-06
"C20orf85",-3.20537619047619,10.0993615384615,0.00372979110914826
"ZBTB16",-3.20324047619048,11.4554615384615,0.000119008298454424
"AKAP14",-3.20035952380953,10.0195461538462,0.00236893289874764
"C22orf15",-3.19682857142858,10.1630307692308,8.46771670603599e-05
"GTSE1",3.19206428571428,11.4417538461538,0.0018324626047029
"COLCA1",-3.18576190476191,10.8406230769231,2.81142035158041e-06
"SBSPON",-3.18291428571429,10.1015230769231,7.81173630625012e-08
"NXF3",-3.18212142857143,10.8086,6.0782764753144e-08
"ACOXL",-3.16783333333334,9.92987692307692,6.10209275583784e-06
"FAM64A",3.16137619047619,10.2689461538462,1.50738795065621e-07
"DNASE1L3",-3.15697857142857,11.5841384615385,0.000483756448299968
"CNTFR",-3.14815476190476,10.4420230769231,1.21707220536052e-05
"DUOX1",-3.14662857142857,12.8545615384615,0.00202927032808561
"PDZD2",-3.14433333333334,12.1090307692308,3.59934004210199e-05
"DUOXA1",-3.14134047619048,12.4952923076923,0.00156329328803532
"IRX6",-3.14108095238096,10.8711153846154,5.53650624373954e-05
"SERPINB5",3.13988571428571,10.7458076923077,0.000418468939149847
"VWA3A",-3.13916190476191,10.6713153846154,6.73857722904427e-07
"FOLR1",-3.13558571428572,10.9266076923077,2.76029730239283e-05
"KLF15",-3.12993333333334,9.92508461538462,1.60043625333458e-05
"VIPR1",-3.12671666666667,14.0695,0.00256059275420122
"CAPN9",-3.11847142857143,11.4071230769231,3.37844955954516e-05
"SAXO2",-3.11505,10.2932153846154,0.000218611546920387
"COL10A1",3.1097119047619,11.1737769230769,0.000216246531513189
"KCNT2",-3.10179761904762,10.8848846153846,9.10976817592742e-07
"SYT1",3.09685952380952,10.5769230769231,7.30479197664547e-05
"SPAG6",-3.09084761904763,10.6856307692308,0.000140916379550295
"CDC45",3.08525952380952,12.1968769230769,4.3027469383133e-06
"STK33",-3.08117380952381,11.6335230769231,0.000373149278727549
"LINC00930",-3.08001190476191,11.1985153846154,0.000530135173958458
"CTSV",3.07968571428571,10.2049923076923,1.18464626496901e-06
"FAM83A",3.07907857142857,10.4254153846154,0.00131013485980517
"KIF4A",3.07614761904761,11.8441538461538,2.10417538160164e-05
"RGS22",-3.07174047619048,9.90166923076923,0.000175899521972208
"ABCC8",-3.06320238095239,9.5708,5.41339671132019e-08
"HJURP",3.06275238095238,10.1024076923077,3.15128991999256e-05
"DYDC2",-3.06107380952381,10.4063461538462,0.000354340577260139
"SLC26A9",-3.05480476190477,12.0430384615385,0.00654374979114529
"SPANXB1",3.0497119047619,9.71796923076923,0.000223473485489973
"KCNE1",-3.0410880952381,9.48660769230769,2.15149745430629e-05
"MKI67",3.0392738095238,10.7130153846154,0.000668355784498615
"HMGCS2",-3.03659047619048,10.7633461538462,0.00723461063522985
"TCTEX1D1",-3.03636428571429,11.0174846153846,0.000390649914753521
"PIGR",-3.03474047619048,11.8356923076923,0.00127833456017667
"KIFC1",3.03143095238095,10.8543923076923,0.000174366560689277
"C1orf194",-3.03095476190477,10.7718307692308,0.00273506757999231
"AGR3",-3.02697142857144,11.8389923076923,1.52417604576838e-05
"REEP1",-3.02585714285715,11.8380923076923,0.00105051426002711
"KIF14",3.01970476190476,11.1346615384615,4.01179086461761e-07
"DIO3OS",-3.01770476190477,11.4531153846154,0.000985557590435555
"ABCA8",-3.01759285714286,11.2336923076923,2.29579304152876e-06
"CA9",3.00270714285714,10.2776923076923,0.00558965748543522
"PDE8B",-2.99982142857144,11.5035615384615,3.84047898486433e-08
"MAP6",-2.99563333333334,11.1812,0.000145368749277167
"SERPINI2",-2.98766904761905,10.5286384615385,0.000697104524086748
"C16orf59",2.98679761904761,11.3917923076923,3.35028911528684e-06
"FAM184A",-2.9761880952381,12.7338538461538,0.000269141080543775
"TROAP",2.97137857142857,10.7281230769231,4.24442967041374e-06
"FAM107A",-2.97084523809524,12.6791307692308,1.41046287639863e-05
"EFCC1",-2.96898333333334,11.237,2.5483483859762e-05
"AURKB",2.96525714285714,10.9585769230769,5.14671505541984e-06
"ZBBX",-2.96508333333334,10.2557,0.000180579517425648
"SYT12",2.95683333333333,10.1221076923077,0.000732769927794974
"VSIG2",-2.9557880952381,10.6850384615385,0.000188163374214754
"FAM150B",-2.9548380952381,10.8489,0.000141536126899259
"GRAMD2",-2.94776904761905,11.6552230769231,1.17758810272845e-05
"WNT3A",-2.94425238095238,10.7216,5.46496385978526e-05
"WDR49",-2.94012619047619,10.5970384615385,1.33348453086843e-05
"HLF",-2.93860476190477,11.4532076923077,0.000174181873844663
"NCKAP5",-2.93187380952381,10.7815153846154,0.00170850080794988
"LRRC71",-2.92619047619048,9.71299230769231,5.80621652145551e-05
"TNS4",2.92363809523809,10.5438,0.00202365341489283
"COL11A1",2.91716904761904,10.5249,0.000165567584441279
"ALOX15",-2.91253333333334,10.3323461538462,0.000402423286471443
"SPINK5",-2.90736190476191,11.3613307692308,0.000149520998513116
"LY6D",2.90594761904762,10.4131076923077,0.00564362711164693
"APCDD1L",2.89935,10.5579384615385,0.00280101550530495
"MYOZ1",-2.89584523809524,11.3941153846154,4.54677995076393e-05
"EDNRB",-2.89543095238096,10.7336384615385,1.75887617188953e-05
"WIF1",-2.89374523809524,10.2080461538462,0.00272676150948289
"CKAP2L",2.89245714285714,12.2599769230769,5.90021938012884e-05
"CRTAC1",-2.88521666666667,12.1460384615385,0.000741873173305548
"TMEM171",2.87321428571428,9.80401538461538,0.000182181374326578
"BPIFB1",-2.87053333333334,12.2521615384615,0.016079688812653
"NWD1",-2.86827857142858,10.5089923076923,0.0101722211839919
"TEKT2",-2.86662380952381,10.0967,0.000488809672852333
"WDR38",-2.8663,9.45060769230769,0.00124378371263036
"PPP4R4",-2.86155714285715,10.5503615384615,5.69551522704401e-06
"TPX2",2.85949285714286,11.1501769230769,0.00367345272104839
"CFAP52",-2.85876190476191,9.4581,0.000438269122262904
"MASP1",-2.8578,9.81648461538462,3.8682743998968e-06
"LRRK2",-2.85666666666667,11.1297615384615,2.86959205323899e-05
"RRM2",2.85646428571428,10.7970461538462,0.000265511060707448
"HYDIN",-2.85570714285715,10.3143615384615,0.0011347544188772
"TM4SF4",-2.85369761904762,10.8183769230769,0.00254172899552518
"DRC3",-2.85270714285714,11.1275769230769,0.000132170753630281
"ITPKA",2.84690238095238,11.0205307692308,8.91644806572043e-05
"SGCG",-2.84204761904762,11.0572,0.000888120472565682
"HSPB6",-2.83608571428572,12.2074769230769,7.19565286385772e-06
"PRAME",2.83292380952381,9.68715384615385,0.0149325776138492
"C6orf118",-2.83232142857143,10.5644538461538,0.000646308620988234
"ARMC3",-2.83217380952382,10.366,0.00675502846131326
"IGFBP3",2.83142142857142,11.9980615384615,0.00326626005579664
"CFAP157",-2.83097857142858,9.35647692307692,0.000541665926235612
"FAM183A",-2.82825714285715,9.71189230769231,0.00241517113051189
"GSTA2",-2.82595,9.83358461538461,0.00236522056825175
"C4orf26",2.82008571428571,10.4412076923077,0.00391353253059349
"CLIC5",-2.81973095238096,10.716,0.00251172606481252
"WFDC6",-2.80972380952381,9.24763846153846,0.0026757088054827
"DLC1",-2.80908571428572,12.2420153846154,5.23009339187803e-06
"TEKT1",-2.80311428571429,10.6166307692308,0.00441868369401638
"IER5L",2.79891428571428,11.3844076923077,4.58958672883026e-06
"FGG",-2.79841904761905,12.9192923076923,0.027544445264661
"LRP2",-2.79785238095239,10.7954307692308,0.000746679194677722
"RIC3",-2.79466190476191,9.46761538461539,2.35708670581495e-09
"CYP2F1",-2.78868095238096,9.26276923076923,0.00367777557110365
"MAPK10",-2.7878761904762,12.3273692307692,0.00161902521299093
"EFHB",-2.78267857142858,10.5782846153846,0.000263246102039562
"GPM6A",-2.77716428571429,9.62935384615385,9.70731387196176e-07
"ASPA",-2.7734119047619,10.1406076923077,4.94055569480714e-08
"MAK",-2.77134285714286,10.0985384615385,0.00111579808263948
"C4BPA",-2.76746904761905,13.0846076923077,0.000746654984167698
"KRT4",-2.76746666666667,10.1627923076923,7.20883565841309e-05
"SGOL1",2.76338095238095,9.91440769230769,1.33919904117574e-05
"DNAAF1",-2.76237857142858,10.6461153846154,0.000255203600316819
"DRC7",-2.76072142857144,9.46670769230769,0.000828328829968748
"PROM1",-2.7599761904762,12.2421923076923,0.00799554664259632
"ERICH3",-2.75521428571429,9.37212307692308,0.0020397374879425
"NUF2",2.75445714285714,10.2883692307692,3.36774190231117e-06
"ATP13A4",-2.75216190476191,11.7569,0.000299872730470481
"PLAC9",-2.74515714285715,11.0985384615385,7.33701821614645e-06
"KIAA0101",2.74474047619048,10.5470538461538,1.34049757672859e-05
"ERCC6L",2.7385,9.81217692307692,8.67554860453244e-05
"GABRP",-2.73379047619048,9.56029230769231,0.00047443402132368
"GPC3",-2.73058571428572,10.8463846153846,4.33541489539797e-05
"EXO1",2.72770952380952,10.0957,1.79400873220855e-06
"KIF20A",2.72705714285714,11.6555153846154,6.52924012338931e-05
"SORBS2",-2.72371190476191,12.4900692307692,0.00196607082881233
"STRIP2",2.72143809523809,10.3353230769231,1.59038792461547e-05
"SOSTDC1",-2.72025000000001,9.5029,0.000536132301768282
"SEC14L4",-2.71995476190477,11.0128923076923,0.000882504738490421
"SAPCD2",2.71736428571428,9.75114615384615,6.67971399228587e-08
"DCDC2",-2.71237380952381,10.0518076923077,0.00183662664431854
"MIR137HG",2.70883571428571,9.67465384615385,0.00166459099756203
"CDC6",2.70773333333333,9.53007692307692,6.20381021381503e-05
"UPB1",-2.70716190476191,10.8246307692308,3.72818937730774e-05
"CTHRC1",2.70593809523809,11.4641769230769,4.83076750923727e-06
"PIP5K1B",-2.70179761904762,11.1915692307692,1.42693103937482e-07
"PGM5",-2.69951666666667,12.1509307692308,0.000914242162285458
"HTR3C",-2.69622380952381,9.71605384615385,0.00255721134006395
"FMO2",-2.69614047619048,12.9017153846154,0.000137599080448992
"ALDH3A1",-2.69539285714286,11.4716846153846,0.00376073460094608
"MME",-2.69411428571429,11.4905230769231,0.00122891036948662
"DNAH12",-2.69324047619048,9.87827692307692,0.00230348038870945
"AHNAK2",2.68881904761904,11.6427923076923,3.26562170357912e-06
"CDA",2.68689047619046,12.1671538461538,0.00149906616395429
"CATSPERD",-2.67849047619048,9.88206923076923,0.0114591230370326
"CES1",-2.67690238095238,11.8345076923077,0.00249875236424928
"ALAS2",-2.67599523809524,9.68424615384615,0.000171692704806457
"VWA3B",-2.67597142857143,10.1183923076923,0.00583910139937091
"DNAH9",-2.67500476190476,9.28084615384615,0.000378228938865461
"AGTR1",-2.67196904761905,10.2515307692308,6.63588125565892e-06
"EEF1A2",2.66859761904761,12.2877538461538,0.00152371248523481
"CHEK1",2.66858333333333,10.8352461538462,5.98352516936473e-06
"CLEC4F",-2.6661880952381,10.7034769230769,0.000160107703794944
"PTGES",2.6650619047619,10.7382,3.06578771804188e-06
"PTPRN",2.66238333333333,9.50640769230769,0.00657876130400931
"GREM1",2.65892619047619,11.5070461538462,0.00169374170050023
"PKNOX2",-2.65800238095239,10.8024846153846,3.17799667483962e-06
"PTCHD1",-2.65205,9.66352307692308,4.58424027873232e-06
"RAPH1",2.65113809523809,9.54216923076923,0.000300645428823845
"CDKN3",2.64625952380952,11.6244923076923,5.16038072403314e-07
"ENKUR",-2.64501904761905,10.0196923076923,0.00422431786626762
"PPARGC1A",-2.64162619047619,11.8265692307692,0.00666429520073961
"GGTLC1",-2.64019285714286,10.1814076923077,2.49991097098888e-06
"PITX1",2.62277857142857,12.6154153846154,0.003563589643273
"PHF19",2.62223095238095,11.1663538461538,8.84392332010644e-05
"SPATS1",-2.62160238095239,9.18768461538462,0.00102525777952777
"CYP4X1",-2.62137380952381,12.3162076923077,0.00115026862229874
"ADGRV1",-2.6147380952381,11.7932307692308,0.00225372228991222
"MT1H",2.61470952380952,9.85015384615385,0.000755532760588184
