Ensembl_ID	Preferred_name	Ensembl_HGNC	Ensembl_gene	Ensembl_UniProt_AC
9606.ENSP00000365295	FAM181B	{'FAM181B'}	{'ENSG00000182103'}	{'A6NEQ2', 'B2RWP1'}
9606.ENSP00000365301	FGF14	{'FGF14'}	{'ENSG00000102466'}	{'Q86YN7', 'Q92915', 'Q96QX6'}
9606.ENSP00000365312	ABI1	{'ABI1'}	{'ENSG00000136754'}	{'Q9NYB8', 'Q5T2R3', 'Q5W070', 'O95060', 'B4DQ58', 'B3KX62', 'O15147', 'Q5T2R7', 'Q96S81', 'Q8TB63', 'Q5T2R9', 'A9Z1Y6', 'H7BXI6', 'Q5T2R4', 'O76049', 'Q5T2R6', 'Q8IZP0', 'Q9NXZ9', 'Q5W072'}
9606.ENSP00000365318	NFKBIL1	{'NFKBIL1'}	{'ENSG00000204498'}	
9606.ENSP00000365320	PAGE1	{'PAGE1'}	{'ENSG00000068985'}	{'Q9BSS7', 'O75459', 'Q6FGM3'}
9606.ENSP00000365322	PRAMEF9	{'PRAMEF9'}	{'ENSG00000204501'}	{'Q08EQ1', 'B2RPE1', 'Q5VWM5'}
9606.ENSP00000365351	ITGBL1	{'ITGBL1'}	{'ENSG00000198542'}	{'B4DQ02', 'A8K5M5', 'B3KTP1', 'Q8N172', 'O95965', 'Q9NPR0'}
9606.ENSP00000365360	PRAMEF6	{'PRAMEF6'}	{'ENSG00000232423'}	{'A0AUJ9', 'Q5VXH4'}
9606.ENSP00000365362	MCCD1	{'MCCD1'}	{'ENSG00000204511'}	{'B0UZB2', 'P59942', 'Q7RTY2', 'A2RUP7', 'A2AB29'}
9606.ENSP00000365380	FOXP3	{'FOXP3'}	{'ENSG00000049768'}	{'Q14DD8', 'O60827', 'Q4ZH51', 'A5HJT1', 'Q9BZS1', 'B9UN80', 'B7ZLG0'}
9606.ENSP00000365388	PDSS1	{'PDSS1'}	{'ENSG00000148459'}	{'Q9Y2W5', 'Q86WQ8', 'Q53F75', 'Q6P473', 'Q5T2R2'}
9606.ENSP00000365395	AADACL4	{'AADACL4'}	{'ENSG00000204518'}	{'Q5VUY2'}
9606.ENSP00000365401	CCDC22	{'CCDC22'}	{'ENSG00000101997'}	{'O60826', 'A8K7G1'}
9606.ENSP00000365402	HLA-C	{'HLA-C'}	{'ENSG00000204525'}	{'P10321', 'Q95603', 'Q29990', 'Q29631', 'Q9MY31', 'O78083', 'O78061', 'Q9TQP9', 'Q29652', 'Q29867', 'Q95463'}
9606.ENSP00000365407	ZNF549	{'ZNF549'}	{'ENSG00000121406'}	{'Q6P9A3', 'O43336', 'Q8NAR4', 'B3KV91'}
9606.ENSP00000365411	APBB1IP	{'APBB1IP'}	{'ENSG00000077420'}	{'Q8IZZ7', 'Q8IWS8', 'Q8IYL7', 'Q7Z5R6'}
9606.ENSP00000365413	SLC28A3	{'SLC28A3'}	{'ENSG00000197506'}	{'A8K9Y4', 'B4E2S8', 'F5GYE3', 'B2RA51', 'Q9HAS3', 'B1AML0'}
9606.ENSP00000365426	GGACT	{'GGACT'}	{'ENSG00000134864'}	{'Q9BT41', 'B3KTN1', 'Q9BVM4'}
9606.ENSP00000365433	TCF19	{'TCF19'}	{'ENSG00000137310'}	{'Q9UBH7', 'B0UY11', 'A6NCT8', 'Q0EFA8', 'Q13176', 'Q5STF5', 'Q5STD6', 'Q9Y242', 'Q15967', 'Q5SQ89', 'Q9BUM2'}
9606.ENSP00000365435	TNFRSF1B	{'TNFRSF1B'}	{'ENSG00000028137'}	{'B1AJZ3', 'P20333', 'Q16042', 'Q9UIH1', 'Q6YI29'}
9606.ENSP00000365437	GAD2	{'GAD2'}	{'ENSG00000136750'}	{'Q05329', 'Q9UD87'}
9606.ENSP00000365439	HNRNPK	{'HNRNPK'}	{'ENSG00000165119'}	{'Q96J62', 'Q07244', 'Q922Y7', 'Q15671', 'P61978', 'Q59F98', 'Q5T6W4', 'Q60577', 'Q6IBN1'}
9606.ENSP00000365441	CACNA1F	{'CACNA1F'}	{'ENSG00000102001'}	{'O95226', 'O60840', 'F5CIQ9', 'Q9UHB1', 'O43901', 'A6NI29'}
9606.ENSP00000365451	OR4D1	{'OR4D1'}	{'ENSG00000141194'}	{'Q8NGB1', 'Q15615', 'Q96R76', 'B2RN14'}
9606.ENSP00000365462	PCCA	{'PCCA'}	{'ENSG00000175198'}	{'C9JPQ8', 'B4DPF9', 'Q15979', 'Q8WXQ7', 'P05165', 'B4DKY8'}
9606.ENSP00000365465	CDSN	{'CDSN'}	{'ENSG00000204539'}	
9606.ENSP00000365473	MUC21	{'MUC21'}	{'ENSG00000204544'}	{'Q6UXC5', 'Q0VGF1', 'B0UZT7', 'C9JMK2', 'D9N007', 'Q5SS94', 'B4DQ55', 'Q5SSG8', 'Q3B7T2'}
9606.ENSP00000365477	CCDC93	{'CCDC93'}	{'ENSG00000125633'}	{'Q9NV15', 'Q9H6R5', 'Q567U6', 'A8K3V7', 'Q8TBX5', 'Q4LE78', 'Q53TJ2'}
9606.ENSP00000365486	DEFB123	{'DEFB123'}	{'ENSG00000180424'}	{'Q5GRF8', 'Q5J5C7', 'Q8N688'}
9606.ENSP00000365492	DEFB119	{'DEFB119'}	{'ENSG00000180483'}	
9606.ENSP00000365503	SHISA7	{'SHISA7'}	{'ENSG00000187902'}	{'A6NL88'}
9606.ENSP00000365505	PLP2	{'PLP2'}	{'ENSG00000102007'}	{'Q04941', 'A6NDT7', 'Q32MM8'}
9606.ENSP00000365514	ZIC2	{'ZIC2'}	{'ENSG00000043355'}	{'O95409', 'Q5VYA9', 'Q9H309'}
9606.ENSP00000365522	C9orf64	{'C9orf64'}	{'ENSG00000165118'}	{'Q5T6V5', 'B2RPI6', 'Q9BT18', 'Q8N2B1'}
9606.ENSP00000365528	PTPRH	{'PTPRH'}	{'ENSG00000080031'}	{'Q9HD43', 'Q15426', 'C9JCH2', 'Q2NKP0', 'Q2NKN9'}
9606.ENSP00000365529	GPR158	{'GPR158'}	{'ENSG00000151025'}	{'Q6QR81', 'Q9ULT3', 'Q5T848'}
9606.ENSP00000365530	STXBP4	{'STXBP4'}	{'ENSG00000166263'}	{'Q8IVZ5', 'Q6ZWJ1'}
9606.ENSP00000365533	CLYBL	{'CLYBL'}	{'ENSG00000125246'}	{'Q5W0F7', 'Q8TDH8', 'Q8N0X4'}
9606.ENSP00000365536	ENSG00000250232		{'ENSG00000250232'}	{'A6NM71'}
9606.ENSP00000365550	GKAP1	{'GKAP1'}	{'ENSG00000165113'}	{'Q9BYI2', 'Q5VSY0', 'Q9BYI1', 'Q9H225', 'Q96LI0'}
9606.ENSP00000365567	TM9SF2	{'TM9SF2'}	{'ENSG00000125304'}	{'Q99805', 'Q2TAY5', 'A8K399'}
9606.ENSP00000365569	FLOT1	{'FLOT1'}	{'ENSG00000137312'}	
9606.ENSP00000365576	UBQLN1	{'UBQLN1'}	{'ENSG00000135018'}	{'Q9H3R4', 'Q5T6J9', 'Q9UMX0', 'Q8IXS9', 'A0A024R284', 'Q8N2Q3', 'Q9HAZ5', 'Q9H0T8', 'Q5T6J5'}
9606.ENSP00000365585	FAM182B	{'FAM182B'}	{'ENSG00000175170'}	{'Q5T319', 'Q4G0Q1'}
9606.ENSP00000365588	MDC1	{'MDC1'}	{'ENSG00000137337'}	
9606.ENSP00000365596	GPR183	{'GPR183'}	{'ENSG00000169508'}	{'P32249', 'Q53F99', 'Q5JUH7', 'B2R8N5'}
9606.ENSP00000365601	IDNK	{'IDNK'}	{'ENSG00000148057'}	{'Q5T6J6', 'Q5T6J7', 'A5PLN6'}
9606.ENSP00000365606	GRIPAP1	{'GRIPAP1'}	{'ENSG00000068400'}	{'Q4V330', 'Q4V327', 'Q5HYG1', 'Q4V328', 'Q3MJ75', 'A6NL78', 'Q6N046', 'Q96DH8', 'Q9ULQ3', 'Q9NQ43'}
9606.ENSP00000365619	ZNF337	{'ZNF337'}	{'ENSG00000130684'}	{'Q9Y3Y5', 'B4DSM2', 'Q9Y3M9'}
9606.ENSP00000365625	DHX16	{'DHX16'}	{'ENSG00000204560'}	
9606.ENSP00000365630	RASEF	{'RASEF'}	{'ENSG00000165105'}	{'A6NC29', 'Q8IZ41', 'Q96N04'}
9606.ENSP00000365637	KIAA1217	{'KIAA1217'}	{'ENSG00000120549'}	{'Q6MZZ6', 'A5LHW9', 'A6NLF3', 'Q4KMG4', 'Q6ZUI4', 'A6PVQ7', 'Q8WV45', 'Q5T5P3', 'A6PVQ6', 'Q5T5P2', 'Q9NSR2', 'Q9ULK3', 'A6PVQ5', 'Q5T7H3', 'B9EGK4'}
9606.ENSP00000365643	DOCK9	{'DOCK9'}	{'ENSG00000088387'}	{'E9PFM9', 'Q5TAN8', 'Q9BZ28', 'Q9BZ26', 'Q9BZ29', 'Q9UPU4', 'Q9BZ27', 'B3KX25', 'Q5T2Q1', 'Q5JUD4', 'Q9BZ25', 'Q5JUD6'}
9606.ENSP00000365651	NPPB	{'NPPB'}	{'ENSG00000120937'}	{'Q6FGY0', 'Q9P2Q7', 'B0ZBE9', 'P16860'}
9606.ENSP00000365663	NPPA	{'NPPA'}	{'ENSG00000175206'}	{'Q5JZE1', 'Q13766', 'P01160'}
9606.ENSP00000365678	OTUD1	{'OTUD1'}	{'ENSG00000165312'}	{'Q5VV17'}
9606.ENSP00000365682	TLE1	{'TLE1'}	{'ENSG00000196781'}	{'Q969V9', 'Q5T3G4', 'Q04724', 'A8K495'}
9606.ENSP00000365686	SLC15A1	{'SLC15A1'}	{'ENSG00000088386'}	{'P46059', 'Q5VW82'}
9606.ENSP00000365687	PTF1A	{'PTF1A'}	{'ENSG00000168267'}	{'Q9HC25', 'Q7RTS3'}
9606.ENSP00000365692	PIM2	{'PIM2'}	{'ENSG00000102096'}	{'Q9P1W9', 'A8K4G6', 'Q99739'}
9606.ENSP00000365693	MSRB2	{'MSRB2'}	{'ENSG00000148450'}	{'Q9Y3D2', 'Q9Y5W6', 'Q17R44', 'Q4G1C7'}
9606.ENSP00000365694	PPP1R10	{'PPP1R10'}	{'ENSG00000204569'}	
9606.ENSP00000365714	TTYH1	{'TTYH1'}	{'ENSG00000167614'}	{'B0VJY5', 'B2VAL9', 'Q8WUU2', 'Q68A17', 'Q6ZTE5', 'B0VJY3', 'B0VJY4', 'Q6L750', 'Q9H313', 'Q5U682'}
9606.ENSP00000365720	TLE4	{'TLE4'}	{'ENSG00000106829'}	{'F8W6T6', 'Q04727', 'Q9BZ07', 'Q3ZCS1', 'Q9ULF9', 'Q9BZ09', 'Q6PCB3', 'Q5T1Y2', 'Q9BZ08', 'Q9NSL3'}
9606.ENSP00000365725	ABHD12	{'ABHD12'}	{'ENSG00000100997'}	{'Q9NPX7', 'A8K450', 'Q8N2K0', 'Q9BX05', 'Q96CR1', 'Q9UFV6', 'A6NJ90', 'A6NED4', 'Q5T711', 'B4DE71', 'Q5T710'}
9606.ENSP00000365730	STK24	{'STK24'}	{'ENSG00000102572'}	{'Q9Y6E0', 'O14840', 'Q5JV92'}
9606.ENSP00000365744	PRR3	{'PRR3'}	{'ENSG00000204576'}	
9606.ENSP00000365745	CTTN	{'CTTN'}	{'ENSG00000085733'}	{'H0YCD9'}
9606.ENSP00000365756	KIAA2013	{'KIAA2013'}	{'ENSG00000116685'}	{'Q8NDI7', 'Q5JXC1', 'Q8IYS2', 'Q8IVF8', 'Q9BSY1'}
9606.ENSP00000365757	PIP4K2A	{'PIP4K2A'}	{'ENSG00000150867'}	{'D3DRV1', 'B4DGX2', 'P48426', 'B0YJ66', 'P53807', 'Q5VUX3'}
9606.ENSP00000365773	PSAT1	{'PSAT1'}	{'ENSG00000135069'}	{'Q9Y617', 'Q96AW2', 'Q5T7G6', 'Q9BQ12', 'Q5T7G5'}
9606.ENSP00000365777	MTHFR	{'MTHFR'}	{'ENSG00000177000'}	{'Q5SNW9', 'B2R7A6', 'Q5SNW6', 'P42898', 'Q8IU73', 'Q7Z6M6', 'Q9UQR2'}
9606.ENSP00000365782	CEP78	{'CEP78'}	{'ENSG00000148019'}	{'Q5JTW1', 'Q5JTW2', 'Q5JTW0', 'E9PHX5', 'Q9H9N3', 'Q5BJE3', 'A1A4S8'}
9606.ENSP00000365806	GNL1	{'GNL1'}	{'ENSG00000204590'}	
9606.ENSP00000365807	GNA14	{'GNA14'}	{'ENSG00000156049'}	{'O95837', 'B1ALW3'}
9606.ENSP00000365811	SPAG6	{'SPAG6'}	{'ENSG00000077327'}	{'Q5VUX6', 'A8K1I8', 'Q6FI74', 'Q5VUX5', 'Q5VUX7', 'B4DXZ4', 'Q8NHQ6', 'O75602'}
9606.ENSP00000365817	HLA-E	{'HLA-E'}	{'ENSG00000204592'}	
9606.ENSP00000365830	SOWAHC	{'SOWAHC'}	{'ENSG00000198142'}	{'Q53LP3', 'Q9H6U1', 'Q8NE15'}
9606.ENSP00000365837	PUS1	{'PUS1'}	{'ENSG00000177192'}	{'Q9Y606', 'Q9BU44', 'A8K877', 'Q8WYT2', 'B3KQC1'}
9606.ENSP00000365838	DPRX	{'DPRX'}	{'ENSG00000204595'}	{'A6NFQ7'}
9606.ENSP00000365840	ENTPD6	{'ENTPD6'}	{'ENSG00000197586'}	{'O75354', 'Q8TAS7', 'Q7Z5B5', 'D3DW49', 'A6NCX6', 'Q8N3H3', 'Q5QPJ5', 'Q5QPJ2', 'Q9UJD1'}
9606.ENSP00000365844	TRIM39	{'TRIM39'}	{'ENSG00000204599'}	
9606.ENSP00000365851	BMI1	{'BMI1'}	{'ENSG00000168283'}	{'Q96F37', 'Q5T8Z3', 'Q16030', 'P35226'}
9606.ENSP00000365858	GATA1	{'GATA1'}	{'ENSG00000102145'}	{'Q96GB8', 'P15976'}
9606.ENSP00000365883	NUDT8	{'NUDT8'}	{'ENSG00000167799'}	{'Q8WV74', 'Q6ZW59'}
9606.ENSP00000365884	TRIM15	{'TRIM15'}	{'ENSG00000204610'}	
9606.ENSP00000365891	WAS	{'WAS'}	{'ENSG00000015285'}	{'P42768', 'Q9UNJ9', 'Q9BU11'}
9606.ENSP00000365895	HS6ST3	{'HS6ST3'}	{'ENSG00000185352'}	{'Q8IZP7', 'Q5W0L0', 'Q68CW6'}
9606.ENSP00000365898	FOXB2	{'FOXB2'}	{'ENSG00000204612'}	{'Q5VYV0'}
9606.ENSP00000365899	VSX1	{'VSX1'}	{'ENSG00000100987'}	{'B9EGJ4', 'Q0GM62', 'Q9NU27', 'Q5TF41', 'Q0GM65', 'Q0GM64', 'Q5TF40', 'D1MF28', 'Q0GM63', 'Q9HCU3', 'Q9NZR4', 'Q0GM61', 'Q0GM60'}
9606.ENSP00000365908	PRUNE2	{'PRUNE2'}	{'ENSG00000106772'}	{'B4DQH8', 'Q8N665', 'Q6T2V6', 'Q6T2V7', 'Q5JUB6', 'Q5T304', 'B3KYC4', 'Q5T476', 'Q8WUY3', 'Q58A63', 'O15073'}
9606.ENSP00000365919	WDR13	{'WDR13'}	{'ENSG00000101940'}	{'Q9NWW4', 'Q9BUL7', 'Q06DX1', 'Q06DW8', 'Q06DX0', 'Q9H1Z4'}
9606.ENSP00000365924	TRIM31	{'TRIM31'}	{'ENSG00000204616'}	{'Q99579', 'Q53H52', 'Q96AP8', 'Q5RI37', 'A6NLX6', 'Q96AK4', 'A9R9Q4', 'Q5SRJ7', 'Q9BZY9', 'Q9BZY8', 'Q5SRJ8', 'Q5SS28'}
9606.ENSP00000365926	RFK	{'RFK'}	{'ENSG00000135002'}	{'Q5JSG9', 'Q969G6', 'Q9NUT7'}
9606.ENSP00000365931	SP2	{'SP2'}	{'ENSG00000167182'}	{'A6NK74', 'Q02086'}
9606.ENSP00000365938	UGGT2	{'UGGT2'}	{'ENSG00000102595'}	{'Q9NYU1', 'Q5JQR8', 'Q08AD0', 'Q8N5K0', 'Q9UFC4', 'A6NKL4'}
9606.ENSP00000365944	FBXO6	{'FBXO6'}	{'ENSG00000116663'}	{'B2RC88', 'B1AK42', 'Q9UKT3', 'Q9NRD1'}
9606.ENSP00000365950	RBM3	{'RBM3'}	{'ENSG00000102317'}	{'P98179'}
9606.ENSP00000365961	FBXO44	{'FBXO44'}	{'ENSG00000132879'}	{'Q8WWY2', 'Q5TGX2', 'Q68DJ9', 'Q5TGX4', 'B3KNZ2', 'B7Z743', 'Q5TGX5', 'Q9H4M3'}
9606.ENSP00000365962	TBC1D25	{'TBC1D25'}	{'ENSG00000068354'}	{'Q08AN9', 'Q3MII4', 'Q3MII6', 'Q8TAR9'}
9606.ENSP00000365963	PPP1R11	{'PPP1R11'}	{'ENSG00000204619'}	
9606.ENSP00000366006	UBIAD1	{'UBIAD1'}	{'ENSG00000120942'}	{'Q9Y5Z9', 'Q5THD4', 'Q53GX3', 'B3KQG3'}
9606.ENSP00000366015	ANGPTL7	{'ANGPTL7'}	{'ENSG00000171819'}	{'B2R9B2', 'F1T0A6', 'O43827', 'Q4ZGK4'}
9606.ENSP00000366030	C9orf41	{'C9orf41'}	{'ENSG00000156017'}	{'Q7Z383', 'Q8N7C5', 'Q8N4J0'}
9606.ENSP00000366032	COMMD3	{'COMMD3'}	{'ENSG00000148444'}	{'D3DRU7', 'Q5T8Y9', 'Q9UBI1'}
9606.ENSP00000366036	TBC1D8	{'TBC1D8'}	{'ENSG00000204634'}	{'Q9UQ32', 'A6NDL4', 'Q53SQ4', 'O95759', 'A8K9W1', 'B9A6K4'}
9606.ENSP00000366047	KLK6	{'KLK6'}	{'ENSG00000167755'}	{'A8MW09', 'A6NJA1', 'Q92876', 'Q6H301'}
9606.ENSP00000366050	C9orf40	{'C9orf40'}	{'ENSG00000135045'}	{'Q8IXQ3', 'Q9NWD3'}
9606.ENSP00000366058	SYNDIG1	{'SYNDIG1'}	{'ENSG00000101463'}	{'Q9H514', 'Q6IA30', 'Q9H7V2'}
9606.ENSP00000366061	NMS	{'NMS'}	{'ENSG00000204640'}	{'Q5H8A3'}
9606.ENSP00000366070	RILPL1	{'RILPL1'}	{'ENSG00000188026'}	{'Q5EBL4', 'Q66K36', 'Q8N1M0'}
9606.ENSP00000366084	ABCC4	{'ABCC4'}	{'ENSG00000125257'}	{'A9Z1Z7', 'Q9Y6J2', 'B7Z3Q7', 'Q8IVZ4', 'Q8NEW8', 'O15439', 'Q8IZN6'}
9606.ENSP00000366093	RORB	{'RORB'}	{'ENSG00000198963'}	{'Q8WX73', 'Q92753'}
9606.ENSP00000366095	MOG	{'MOG'}	{'ENSG00000204655'}	{'Q13055', 'Q5SUL1', 'Q93053', 'O00714', 'O00713', 'Q96KU9', 'Q99605', 'Q13054', 'Q92892', 'Q5STM5', 'Q5JNY2', 'Q5STL9', 'Q92891', 'Q8IYG5', 'Q92894', 'Q5SUK5', 'Q5SUK8', 'Q14855', 'Q5SSB6', 'Q92893', 'A8MY31', 'Q5JNY4', 'Q5STM2', 'Q29ZN8', 'Q96KV0', 'Q5JNY1', 'F8W9D5', 'A6NNJ9', 'Q5SUK9', 'Q56UY0', 'A6NDR4', 'Q16653', 'Q5JNX7', 'E9PGF0', 'Q5SUL0', 'B0UZR9', 'Q96KV1', 'Q5STM0', 'Q5SUK7', 'O00715', 'Q92895', 'Q5STM1', 'Q5SSB5'}
9606.ENSP00000366098	YIF1A	{'YIF1A'}	{'ENSG00000174851'}	{'Q9BVD0', 'A6NM00', 'O95070', 'Q96G83'}
9606.ENSP00000366109	ANXA1	{'ANXA1'}	{'ENSG00000135046'}	{'P04083'}
9606.ENSP00000366118	SSX1	{'SSX1'}	{'ENSG00000126752'}	{'A3KN76', 'Q16384', 'Q08AJ2', 'Q5JQ64'}
9606.ENSP00000366135	EXOSC10	{'EXOSC10'}	{'ENSG00000171824'}	{'Q15158', 'Q01780', 'B1AKQ0', 'B1AKQ1'}
9606.ENSP00000366144	SOX21	{'SOX21'}	{'ENSG00000125285'}	{'Q9Y651', 'P35715', 'Q5TBS1', 'Q15504'}
9606.ENSP00000366153	ZNF81	{'ZNF81'}	{'ENSG00000197779'}	{'P51508', 'Q96QH6', 'Q6RX22'}
9606.ENSP00000366156	SRM	{'SRM'}	{'ENSG00000116649'}	{'Q15511', 'B1AKP9', 'P19623'}
9606.ENSP00000366157	GPR180	{'GPR180'}	{'ENSG00000152749'}	{'Q86V85', 'A8K1D5'}
9606.ENSP00000366170	CST9	{'CST9'}	{'ENSG00000173335'}	{'Q8TD53', 'Q5W186', 'B2RP76'}
9606.ENSP00000366173	CBY3	{'CBY3'}	{'ENSG00000204659'}	{'A6NI87'}
9606.ENSP00000366178	CST9L	{'CST9L'}	{'ENSG00000101435'}	{'Q9H4G1', 'B2R5A1'}
9606.ENSP00000366179	DNAJC1	{'DNAJC1'}	{'ENSG00000136770'}	{'Q9H6B8', 'B0YIZ8', 'Q5VX89', 'Q96KC8'}
9606.ENSP00000366203	C1orf127	{'C1orf127'}	{'ENSG00000175262'}	{'Q8N9H9', 'Q5VXJ2', 'A6NKM7', 'A0AVG8'}
9606.ENSP00000366208	CST11	{'CST11'}	{'ENSG00000125831'}	{'Q8WXU5', 'Q0VAF2', 'Q8WXU6', 'Q0VAF3', 'Q9H112', 'Q9H113'}
9606.ENSP00000366221	CASZ1	{'CASZ1'}	{'ENSG00000130940'}	{'Q8WX49', 'Q86V15', 'Q6ZNM8', 'Q5T9S1', 'Q8WX50', 'Q2EN02', 'Q9NXC6', 'Q078S9', 'Q9BT16'}
9606.ENSP00000366223	C9orf57	{'C9orf57'}	{'ENSG00000204669'}	{'Q5W0N0', 'A1L456'}
9606.ENSP00000366233	GABBR1	{'GABBR1'}	{'ENSG00000204681'}	
9606.ENSP00000366234	IL31	{'IL31'}	{'ENSG00000204671'}	{'Q6EBC2', 'A2RUQ1'}
9606.ENSP00000366237	DFFA	{'DFFA'}	{'ENSG00000160049'}	{'Q9Y6C6', 'Q5T6G5', 'O00273', 'Q96I97', 'Q5T6G6'}
9606.ENSP00000366240	ABHD17B	{'ABHD17B'}	{'ENSG00000107362'}	{'Q5VST6', 'A8KAJ5', 'Q5VST7', 'Q9Y377', 'Q8IY03', 'Q86YB6'}
9606.ENSP00000366243	TMEM2	{'TMEM2'}	{'ENSG00000135048'}	{'A6H8W9', 'Q5T838', 'B2RTQ6', 'Q9UHN6', 'Q9P2D5', 'Q5T839', 'Q5T841', 'Q8NBP6', 'Q5T840'}
9606.ENSP00000366246	GPC6	{'GPC6'}	{'ENSG00000183098'}	{'Q9H1P4', 'Q9Y625', 'Q96SG5', 'Q96SG8', 'A8K279'}
9606.ENSP00000366248	CORT	{'CORT'}	{'ENSG00000241563'}	{'Q6UX11', 'Q5T6G0', 'O00230'}
9606.ENSP00000366249	UBD	{'UBD'}	{'ENSG00000213886'}	
9606.ENSP00000366265	ZNF41	{'ZNF41'}	{'ENSG00000147124'}	{'Q9UMC4', 'Q9UMV9', 'P51814', 'Q9UMW0', 'Q9UMV5', 'Q9UMV6', 'Q9UMV7', 'B4DH01', 'Q96LE8', 'A8K1V6', 'Q9UMV8', 'Q9UMW1'}
9606.ENSP00000366267	GPC5	{'GPC5'}	{'ENSG00000179399'}	{'P78333', 'O60436', 'B2R726', 'Q9BX27'}
9606.ENSP00000366271	KDM2B	{'KDM2B'}	{'ENSG00000089094'}	{'Q8NCI2', 'Q96SL0', 'Q1RLM7', 'Q9NS96', 'Q96T03', 'Q9UF75', 'A8MRS1', 'Q8NHM5', 'Q96HC7'}
9606.ENSP00000366273	ZNF157	{'ZNF157'}	{'ENSG00000147117'}	{'P51786', 'Q96LE9'}
9606.ENSP00000366275	CNNM4	{'CNNM4'}	{'ENSG00000158158'}	{'B7Z1U0', 'C7SQM3', 'Q9HCI0', 'Q6P4Q7', 'C7SQM5', 'Q9NRN1', 'C7SQM4', 'Q53RE5', 'Q9H9G3'}
9606.ENSP00000366280	LMAN2L	{'LMAN2L'}	{'ENSG00000114988'}	{'Q8NBQ6', 'Q53GV3', 'Q9H0V9', 'B4DSH3', 'Q63HN6', 'D3DXH6', 'Q9BQ14', 'Q53S67'}
9606.ENSP00000366283	SLITRK5	{'SLITRK5'}	{'ENSG00000165300'}	{'O94991', 'B3KNB8', 'B4DSH5', 'Q5VT81'}
9606.ENSP00000366288	SLITRK1	{'SLITRK1'}	{'ENSG00000178235'}	{'Q96PX8', 'Q96SF9', 'Q5U5I6'}
9606.ENSP00000366299	SLC25A39	{'SLC25A39'}	{'ENSG00000013306'}	{'Q9Y379', 'Q9BZJ4', 'D3DX54', 'Q9P182', 'A8JZZ2', 'Q9UF66', 'D3DX51', 'Q4V9M1'}
9606.ENSP00000366306	SPRY2	{'SPRY2'}	{'ENSG00000136158'}	{'Q5T6Z7', 'O43597', 'B2R9J9'}
9606.ENSP00000366307	THBD	{'THBD'}	{'ENSG00000178726'}	{'P07204', 'Q9UC32', 'Q8IV29'}
9606.ENSP00000366314	TRPM3	{'TRPM3'}	{'ENSG00000083067'}	{'Q5W5T7', 'Q86WK4', 'Q5VW04', 'Q86WK3', 'A2A3F6', 'Q5VW03', 'Q5VW02', 'Q86YZ9', 'Q9HCF6', 'Q86SH6', 'Q86UL0', 'A9Z1Y7', 'Q86Z00', 'Q86WK2', 'Q86WK1', 'Q86Z01', 'Q86SH0', 'Q9H0X2'}
9606.ENSP00000366317	CASC10	{'CASC10'}	{'ENSG00000204682'}	{'Q5T4H9', 'A1L4M3'}
9606.ENSP00000366326	NEBL	{'NEBL'}	{'ENSG00000078114'}	{'B0YJ45', 'Q9UIC4', 'O76041', 'Q2TBD0', 'Q70I54'}
9606.ENSP00000366330	KLF9	{'KLF9'}	{'ENSG00000119138'}	{'Q16196', 'B2R943', 'Q13886'}
9606.ENSP00000366331	MAS1L	{'MAS1L'}	{'ENSG00000204687'}	
9606.ENSP00000366340	OR2H1	{'OR2H1'}	{'ENSG00000204688'}	
9606.ENSP00000366347	NKX2-2	{'NKX2-2'}	{'ENSG00000125820'}	{'O95096'}
9606.ENSP00000366354	OR11A1	{'OR11A1'}	{'ENSG00000204694'}	
9606.ENSP00000366359	OR5V1	{'OR5V1'}	{'ENSG00000243729'}	
9606.ENSP00000366365	OR14J1	{'OR14J1'}	{'ENSG00000204695'}	{'B0V078', 'Q5ST27', 'Q9UGF5', 'A2BEC2'}
9606.ENSP00000366372	OR2J2	{'OR2J2'}	{'ENSG00000204700'}	
9606.ENSP00000366374	OR2J3	{'OR2J3'}	{'ENSG00000204701'}	
9606.ENSP00000366378	OR2B3	{'OR2B3'}	{'ENSG00000204703'}	
9606.ENSP00000366380	OR2W1	{'OR2W1'}	{'ENSG00000204704'}	
9606.ENSP00000366384	ZNF311	{'ZNF311'}	{'ENSG00000197935'}	
9606.ENSP00000366387	MAMDC2	{'MAMDC2'}	{'ENSG00000165072'}	{'Q5VW47', 'Q96BM4', 'Q8WX43', 'Q7Z304'}
9606.ENSP00000366390	SPDYC	{'SPDYC'}	{'ENSG00000204710'}	{'Q5MJ68', 'B7ZMH7', 'B2RP32'}
9606.ENSP00000366395	SYVN1	{'SYVN1'}	{'ENSG00000162298'}	{'Q86TM6', 'Q8N6E8', 'Q96JL5', 'Q96PK3', 'Q8N3K3'}
9606.ENSP00000366396	XRN2	{'XRN2'}	{'ENSG00000088930'}	{'Q3L8N4', 'Q9NXS6', 'Q9NTW0', 'Q9H0D6', 'Q6KGZ9', 'Q9UL53', 'Q9BQL1'}
9606.ENSP00000366402	C9orf135	{'C9orf135'}	{'ENSG00000204711'}	{'A7E2U4', 'Q5VTT2', 'B2RN61'}
9606.ENSP00000366404	TRIM27	{'TRIM27'}	{'ENSG00000204713'}	
9606.ENSP00000366410	NMNAT1	{'NMNAT1'}	{'ENSG00000173614'}	{'Q9H247', 'Q9H6B6', 'Q8TAE9', 'Q9HAN9', 'B1AN63'}
