"Gene","log2FC","AveExpr","PValue"
"TCF21",-5.05682857142858,11.9564923076923,0.000239747605723848
"CLDN18",-4.83446190476191,12.5773615384615,0.000679166581727789
"FMO2",-4.65825476190477,11.8451923076923,0.00088637862989098
"SFTPC",-4.60269523809524,13.0513923076923,0.0014389741702931
"CD300LF",-4.56172380952382,11.7483538461538,0.000376056616606332
"JAML",-4.47112857142858,11.7380692307692,0.000128652255072096
"ITLN2",-4.43485000000001,11.9084538461538,0.000622534066589349
"ADH1B",-4.40907857142858,11.2824307692308,0.000266014184038285
"CD93",-4.37891190476191,12.2978076923077,0.00171954172261155
"CA4",-4.36870952380952,12.1194846153846,0.000830891850357115
"CYCSP52",4.35740952380952,10.5717307692308,3.61618426394285e-08
"AQP4",-4.30455952380953,12.2253769230769,0.000771995342010533
"CLDN5",-4.29332857142858,12.4344076923077,0.00218935512606881
"SCGB3A1",-4.27517380952381,12.2531,0.000818450912321884
"CDC20",4.26949047619047,11.5884230769231,2.0404148935389e-07
"PGC",-4.26030476190476,11.7824230769231,0.000227790391426284
"MS4A15",-4.23199047619048,10.7287692307692,2.35570365938403e-05
"FGR",-4.2000761904762,11.5101538461538,0.000333418492039549
"CYP4B1",-4.18141428571429,11.2386692307692,0.000243697096442926
"SPON1",-4.14616428571429,11.5131,0.000488654118345255
"CENPF",4.13930476190475,11.3335230769231,6.00281805590505e-08
"PZP",-4.12979285714286,11.0683153846154,0.000602806858576505
"GKN2",-4.09204761904762,11.6970230769231,0.000182036590413821
"KRT81",4.08938809523809,11.7710615384615,3.64013279261092e-06
"CD69",-4.06439523809524,11.1476461538462,0.000299513614945289
"DLGAP5",4.01793333333333,11.2252692307692,1.14200700025417e-08
"COL6A6",-4.01076904761905,10.8094384615385,1.29229105400088e-05
"CYP4Z1",-3.99627142857143,10.5734615384615,2.31994909220694e-05
"CD48",-3.98885238095238,11.0171230769231,0.000809070201797409
"CACNA2D2",-3.97719047619048,10.7016692307692,1.75983374684971e-05
"CD1C",-3.96072619047619,10.5709846153846,4.80982715453436e-06
"HBA2",-3.9568880952381,12.4879846153846,0.00267216407317177
"SCTR",-3.94833333333334,11.1145076923077,2.53146664276314e-05
"C4BPA",-3.93144047619048,12.4578538461538,0.00044671225863346
"SIGLEC14",-3.92983333333334,10.8933692307692,0.000166226342327273
"HCK",-3.92697142857143,11.9263769230769,0.0011849321790228
"C7",-3.90244047619048,11.8633692307692,0.000578158178732978
"FMO3",-3.89200714285715,11.5747538461538,0.00151346061903809
"STX16",3.88677142857142,10.6476769230769,2.01670457221158e-07
"LRRC32",-3.87744523809524,11.5148615384615,0.00146247802949181
"CDH13",-3.86871904761905,11.0897769230769,0.000485348782358296
"PRAME",3.86585238095238,10.2433461538462,0.000196357297023604
"PRDM16",-3.86440714285715,11.5533153846154,2.96872548932432e-05
"C2orf40",-3.85806904761905,11.3930615384615,0.00184968194353101
"C1QC",-3.84541428571429,11.4721923076923,0.00211871297850211
"RPL13AP17",-3.83598571428572,11.5509692307692,0.000176065818505696
"SERPINB5",3.83504285714286,11.1201230769231,4.75131921411622e-05
"ENPP2",-3.82884761904763,11.4622461538462,0.000521291508557284
"PLEK",-3.81639761904762,11.7052,0.00142795118747917
