commit_id,version,commit_id_current,current_version
6b229938b10410426a052fe4e20cff8f05c8a269,2,NaN,4.0
bb724776c99e683279a431621e75a49e2bb7c365,3,,
e601a4972de4b91dcf84c7e78b912245de880201,4,,
